"","ADDRESSS","name","lat","long","accuracy","formatted_address"
"3571","35 E 170TH ST 10452","Kennedy fried Chicken",40.839867,40.839867,"street_address","35 E 170th St, Bronx, NY 10452, USA"
"3572","35 E 21ST ST 10010","COSME",40.7395986,40.7395986,"premise","35 E 21st St, New York, NY 10010, USA"
"3573","35 EAST   13 STREET 10003","BAR 13",40.7345809,40.7345809,"street_address","35 E 13th St, New York, NY 10003, USA"
"3574","35 EAST   18 STREET 10003","ABC KITCHEN",40.7379058,40.7379058,"premise","35 E 18th St, New York, NY 10003, USA"
"3575","35 EAST   28 STREET 10016","BONO'S CAFE",40.7438245,40.7438245,"premise","35 E 28th St, New York, NY 10016, USA"
"3576","35 EAST   76 STREET 10021","HOTEL CARLYLE EMPLOYEE CAFETERIA",40.7742972,40.7742972,"street_address","35 E 76th St, New York, NY 10021, USA"
"3577","35 EAST 76 STREET 10021","HOTEL CARLYLE",40.7742972,40.7742972,"street_address","35 E 76th St, New York, NY 10021, USA"
"3578","35 INGRAHAM ST 11206","WAYWARD SOCIAL",40.7071056,40.7071056,"premise","35 Ingraham St, Brooklyn, NY 11206, USA"
"3579","35 INGRAHAM STREET 11206","ALASKA BAR",40.7071056,40.7071056,"premise","35 Ingraham St, Brooklyn, NY 11206, USA"
"3580","35 JANE STREET 10014","BONSIGNOUR",40.7383198,40.7383198,"premise","35 Jane St, New York, NY 10014, USA"
"3581","35 LAFAYETTE AVENUE 11217","LA CAYE RESTAURANT",40.6870704,40.6870704,"premise","35 Lafayette Ave, Brooklyn, NY 11217, USA"
"3582","35 NEPTUNE AVENUE 11235","1,001 NIGHTS",40.5831687,40.5831687,"premise","35 Neptune Ave, Brooklyn, NY 11235, USA"
"3583","35 ORCHARD STREET 10002","CHEEKY SANDWICHES",40.7157559,40.7157559,"street_address","35 Orchard St, New York, NY 10002, USA"
"3584","35 WEST    8 STREET 10011","WHISKEY SOCIAL",40.7331294,40.7331294,"street_address","35 W 8th St, New York, NY 10011, USA"
"3585","35 WEST   19 STREET 10011","SALA ONE NINE",40.74003,40.74003,"premise","35 W 19th St, New York, NY 10011, USA"
"3586","35 WEST   20 STREET 10011","PERIYALI",40.7407162,40.7407162,"premise","35 W 20th St, New York, NY 10011, USA"
"3587","35 WEST   33 STREET 10001","SUBWAY",40.748782,40.748782,"street_address","35 West 33rd Street, New York, NY 10001, USA"
"3588","35 WEST   35 STREET 10001","MADANGSUI",40.7500112,40.7500112,"premise","35 W 35th St, New York, NY 10001, USA"
"3589","35 WEST   36 STREET 10018","JERUSALEM CAFE",40.7506344,40.7506344,"premise","35 W 36th St, New York, NY 10018, USA"
"3590","35 WEST   43 STREET 10036","CITY CAFE",40.7550857,40.7550857,"premise","35 W 43rd St, New York, NY 10036, USA"
"3591","35 WEST   45 STREET 10036","CAFE MANHATTAN",40.7562525,40.7562525,"premise","35 W 45th St, New York, NY 10036, USA"
"3592","35 WEST   57 STREET 10019","CAFE CLASSICO",40.7640238,40.7640238,"street_address","35 W 57th St, New York, NY 10019, USA"
"3593","35 WEST 13 STREET 10011","DA ANDREA",40.7362477,40.7362477,"street_address","35 W 13th St, New York, NY 10011, USA"
"3594","35 WEST END AVENUE 10023","PICK-A-BAGEL/PIZZA BOLLA",40.7732183,40.7732183,"street_address","35 West End Ave, New York, NY 10023, USA"
"3595","35 WHITE ST 10013","Bouley Botanical",40.7186497,40.7186497,"street_address","35 White St, New York, NY 10013, USA"
"3596","350 5 AVENUE 10118","HEARTLAND BREWERY",40.7487097,40.7487097,"street_address","350 5th Ave, New York, NY 10118, USA"
"3597","350 5TH AVE 10118","SUSHI-TERIA",40.7487097,40.7487097,"street_address","350 5th Ave, New York, NY 10118, USA"
"3598","350 7 AVENUE 10001","SEVEN BAR & GRILL",40.7482597,40.7482597,"premise","350 7th Ave, New York, NY 10001, USA"
"3599","350 7 AVENUE 11215","HANCO'S",40.6663048,40.6663048,"premise","350 7th Ave, Brooklyn, NY 11215, USA"
"3600","350 E 9TH ST 10003","BEQU JUICE",40.7282708,40.7282708,"premise","350 E 9th St, New York, NY 10003, USA"
"3601","350 EAST   53 STREET 10022","PARNELL'S PUB",40.7557877,40.7557877,"premise","350 E 53rd St, New York, NY 10022, USA"
"3602","350 EAST   85 STREET 10028","RYAN'S DAUGHTER CAFE",40.7762638,40.7762638,"premise","350 E 85th St, New York, NY 10028, USA"
"3603","350 HUDSON ST 10014","GREGORY'S COFFEE",40.7276476,40.7276476,"premise","350 Hudson St, New York, NY 10014, USA"
"3604","350 HUDSON STREET 10014","PRET A MANGER",40.7276476,40.7276476,"premise","350 Hudson St, New York, NY 10014, USA"
"3605","350 JAY STREET 11201","PHOEBE'S",40.6934704,40.6934704,"street_address","350 Jay St, Brooklyn, NY 11201, USA"
"3606","350 LENOX AVE 10027","YUZU",40.8094223,40.8094223,"street_address","350 Lenox Ave, New York, NY 10027, USA"
"3607","350 PARK AVE 10022","PRET A MANGER",40.7583085,40.7583085,"premise","350 Park Ave, New York, NY 10022, USA"
"3608","350 PARK AVENUE SOUTH 10010","TAZA CAFE AND DELI",40.741831,40.741831,"premise","350 Park Ave S, New York, NY 10010, USA"
"3609","350 VAN BRUNT ST 11231","A&R HOT BAGELS",40.678116,40.678116,"street_address","350 Van Brunt St, Brooklyn, NY 11231, USA"
"3610","350 W 14TH ST 10014","THE COFFEE BEAN & TEA LEAF",40.7404531,40.7404531,"street_address","350 W 14th St, New York, NY 10014, USA"
"3611","350 W 44TH ST 10036","MUNCHERY",40.7593327,40.7593327,"street_address","350 W 44th St, New York, NY 10036, USA"
"3612","350 W 46TH ST 10036","A1 OCHA SUSHI",40.760351,40.760351,"premise","350 W 46th St, New York, NY 10036, USA"
"3613","350 WEST   42 STREET 10036","STARBUCKS",40.7579169,40.7579169,"premise","350 W 42nd St, New York, NY 10036, USA"
"3614","350 WEST   49 STREET 10019","MICKEY SPILLANE'S HELL'S KITCHEN NYC",40.7626338,40.7626338,"premise","350 W 49th St, New York, NY 10019, USA"
"3615","350 WEST   50 STREET 10019","BANN",40.7628948,40.7628948,"street_address","350 W 50th St, New York, NY 10019, USA"
"3616","3500 48 STREET 11101","DUNKIN' DONUTS",40.752373,40.752373,"street_address","3500 48th St, Long Island City, NY 11101, USA"
"3617","3500 BOSTON POST ROAD 10469","BURGER KING",41.250232,41.250232,"street_address","3500 Boston Post Rd, Milford, CT 06460, USA"
"3618","3501 36TH ST 11106","TACUBA CANTIINA MEXICANA",40.7559642,40.7559642,"street_address","3501 36th St, Astoria, NY 11106, USA"
"3619","3501 AVENUE S 11234","MARINER INN",40.6094789,40.6094789,"premise","3501 Avenue S, Brooklyn, NY 11234, USA"
"3620","3501 BELL BOULEVARD 11361","JACKSON HOLE",40.7688065,40.7688065,"premise","35-01 Bell Blvd, Bayside, NY 11361, USA"
"3621","3501 BROADWAY 11106","CARAVAN CHICKEN",40.760612,40.760612,"street_address","35-01 Broadway, Long Island City, NY 11106, USA"
"3622","3501 DITMARS BLVD 11105","MUSSEL'S N SAUSAGES",40.77496,40.77496,"street_address","35-01 Ditmars Blvd, Long Island City, NY 11105, USA"
"3623","3502 154TH ST 11354","JAGALCHI  SUSHI",40.7659223,40.7659223,"premise","35-02 154th St, Flushing, NY 11354, USA"
"3624","3502 30TH AVE 11103","JUJUBE TREE",40.765121,40.765121,"street_address","35-02 30th Ave, Long Island City, NY 11103, USA"
"3625","3502 35 STREET 11106","SUNSWICK",40.7566539,40.7566539,"street_address","35-02 35th St, Long Island City, NY 11106, USA"
"3626","3502 DITMARS BLVD 11105","TWO LIZARDS MEXICAN BAR & GRIL",40.7745992,40.7745992,"street_address","35-02 Ditmars Blvd, Astoria, NY 11105, USA"
"3627","3502 FLATLANDS AVENUE 11234","OLYMPIC PITA",40.6174297,40.6174297,"premise","3502 Flatlands Ave, Brooklyn, NY 11234, USA"
"3628","3503 BROADWAY 11106","PORTALIA RISTORANTE BAR AND LOUNGE",40.760513,40.760513,"street_address","35-03 Broadway, Long Island City, NY 11106, USA"
"3629","3503 DITMARS BLVD 11105","The Ditty",40.7749061,40.7749061,"premise","3503 Ditmars Blvd, Long Island City, NY 11105, USA"
"3630","3503 JOHNSON AVENUE 10463","STARBUCKS",40.8858697,40.8858697,"street_address","3503 Johnson Ave, Bronx, NY 10463, USA"
"3631","350370 GRAND CONCOURSE 10451","DUNKIN' DONUTS",40.8204421,40.8204421,"route","Grand Concourse, Bronx, NY 10451, USA"
"3632","3504 154 STREET 11354","KOREAN NOODLE HOUSE.",40.7658451,40.7658451,"street_address","35-04 154th St, Flushing, NY 11354, USA"
"3633","3504 30TH AVE 11103","SUNBERI YOGURT & CAFE",40.765087,40.765087,"street_address","35-04 30th Ave, Long Island City, NY 11103, USA"
"3634","3505 BROADWAY 11106","BROOKLYN BAGEL & COFFEE COMPANY",40.7605421,40.7605421,"street_address","35-05 Broadway, Long Island City, NY 11106, USA"
"3635","3505 JOHNSON AVE 10463","PALACE OF JAPAN",40.8859635,40.8859635,"street_address","3505 Johnson Ave, Bronx, NY 10463, USA"
"3636","3505 ROCHAMBEAU AVE 10467","ROCHAMBEAU ISLAND KITCHEN",40.8819159,40.8819159,"street_address","3505 Rochambeau Ave, Bronx, NY 10467, USA"
"3637","3507 DEKALB AVENUE 10467","TEN TAN",40.8825038,40.8825038,"street_address","3507 Dekalb Ave, Bronx, NY 10467, USA"
"3638","3508 BROADWAY 10031","ANCHOR WINEBAR",40.8252497,40.8252497,"street_address","3508 Broadway, New York, NY 10031, USA"
"3639","3509 DITMARS BOULEVARD 11105","BROOKLYN BAGEL & COFFEE COMPANY",40.774802,40.774802,"street_address","35-09 Ditmars Blvd, Long Island City, NY 11105, USA"
"3640","3509 PRINCE STRRET 11354","CLUB PACC - Y & B ENTERTAINMENT MANOR",40.7637883,40.7637883,"street_address","3509 Prince St, Flushing, NY 11354, USA"
"3641","3509 WEBSTER AVENUE 10467","MCDONALD'S",40.8791871,40.8791871,"premise","3509 Webster Ave, Bronx, NY 10467, USA"
"3642","351 7TH AVE 11215","INDIAN SPICE",40.6660587,40.6660587,"premise","351 7th Ave, Brooklyn, NY 11215, USA"
"3643","351 BROADWAY 11211","TROPHY",40.7078564,40.7078564,"premise","351 Broadway, Brooklyn, NY 11211, USA"
"3644","351 BROOME STREET 10013","PIACERE",40.7196206,40.7196206,"street_address","351 Broome St, New York, NY 10013, USA"
"3645","351 E 152ND ST 10451","KENNEDY FRIED CHICKEN",40.818928,40.818928,"street_address","351 E 152nd St, Bronx, NY 10451, USA"
"3646","351 EAST   12 STREET 10003","DUCKS EATERY",40.7303392,40.7303392,"premise","351 E 12th St, New York, NY 10003, USA"
"3647","351 EAST   14 STREET 10003","KAMBI RAMEN",40.7316788,40.7316788,"street_address","351 E 14th St, New York, NY 10003, USA"
"3648","351 EAST   62 STREET 10065","IL VAGABONDO RESTAURANT",40.7619226,40.7619226,"street_address","351 E 62nd St, New York, NY 10021, USA"
"3649","351 EAST  103 STREET 10029","WHITE CASTLE",40.7880428,40.7880428,"premise","351 103rd St, New York, NY 10029, USA"
"3650","351 EVERGREEN AVE 11221","Sunrise/Sunset",40.6937513,40.6937513,"premise","351 Evergreen Ave, Brooklyn, NY 11221, USA"
"3651","351 FLATBUSH AVENUE 11238","WING WAGON",40.6771231,40.6771231,"premise","351 Flatbush Ave, Brooklyn, NY 11238, USA"
"3652","351 GRAND ST 10002","DUNKIN' DONUTS",40.7166856,40.7166856,"premise","351 Grand St, New York, NY 10002, USA"
"3653","351 KINGSTON AVENUE 11213","MERMELSTEIN CATERERS",40.6669623,40.6669623,"premise","351 Kingston Ave, Brooklyn, NY 11213, USA"
"3654","351 MYRTLE AVE 11205","HARDEE",40.693407,40.693407,"street_address","351 Myrtle Ave, Brooklyn, NY 11205, USA"
"3655","351 NEW LOTS AVE 11207","CHINA PANDA",40.661655,40.661655,"street_address","351 New Lots Ave, Brooklyn, NY 11207, USA"
"3656","351 SMITH ST 11231","TING HUA CHINESE RESTAURANT",40.6798357,40.6798357,"premise","351 Smith St, Brooklyn, NY 11231, USA"
"3657","351 W 14TH ST 10014","",40.741085,40.741085,"street_address","351 W 14th St, New York, NY 10014, USA"
"3658","351 W 42ND ST 10036","SUBWAY",40.7583937,40.7583937,"premise","351 W 42nd St, New York, NY 10036, USA"
"3659","351 WEST   57 STREET 10019","DJ REYNOLDS PUB AND RESTAURANT",40.7678208,40.7678208,"street_address","351 W 57th St, New York, NY 10019, USA"
"3660","3510 AVENUE S 11234","NEW GRAND WOK",40.6093143,40.6093143,"premise","3510 Avenue S, Brooklyn, NY 11234, USA"
"3661","3510 NOSTRAND AVENUE 11229","KING WOK TAKEOUT",40.5985092,40.5985092,"street_address","3510 Nostrand Ave, Brooklyn, NY 11229, USA"
"3662","3511 BOSTON RD 10469","TRANQUILITY BAR & LOUNGE",40.8775059,40.8775059,"street_address","3511 Boston Rd, Bronx, NY 10469, USA"
"3663","3511 FARRINGTON ST 11354","DASEMI",40.7642024,40.7642024,"street_address","3511 Farrington St, Flushing, NY 11354, USA"
"3664","3511 JOHNSON AVENUE 10463","HUNAN BALCONY",40.8860444,40.8860444,"street_address","3511 Johnson Ave, Bronx, NY 10463, USA"
"3665","3511 PRINCE STREET 11354","BODHI FITNESS CENTER",40.7636089,40.7636089,"premise","35-11 Prince St, Flushing, NY 11354, USA"
"3666","3511 QUEENS BLVD 11101","SUBWAY",40.7448158,40.7448158,"premise","35-11 Queens Blvd, Long Island City, NY 11101, USA"
"3667","3512 30TH AVE 11103","GOLDEN HOUSE",40.7650585,40.7650585,"street_address","35-12 30th Ave, Long Island City, NY 11103, USA"
"3668","3512 AVENUE S 11234","SUNDAES BY THE PARK",40.6093474,40.6093474,"premise","3512 Avenue S, Brooklyn, NY 11234, USA"
"3669","3512 DITMARS BOULEVARD 11105","THE THIRSTY KOALA",40.7744143,40.7744143,"street_address","35-12 Ditmars Blvd, Long Island City, NY 11105, USA"
"3670","3512 FARRINGTON ST 11354","",40.763958,40.763958,"street_address","35-12 Farrington St, Flushing, NY 11354, USA"
"3671","3513 BROADWAY 11106","PYE BOAT NOODLE",40.7604336,40.7604336,"street_address","35-13 Broadway, Long Island City, NY 11106, USA"
"3672","3513 DITMARS BLVD 11105","BOON CHU #2",40.77473,40.77473,"street_address","35-13 Ditmars Blvd, Long Island City, NY 11105, USA"
"3673","3513 E TREMONT AVE 10465","",40.8309662,40.8309662,"premise","3513 E Tremont Ave, Bronx, NY 10465, USA"
"3674","3514 30 AVENUE 11103","LELI'S BAKERY AND PASTRY SHOP",40.764946,40.764946,"street_address","35-14 30th Ave, Long Island City, NY 11103, USA"
"3675","3514 BELL BLVD 11361","NEW JADE SEA",40.7685176,40.7685176,"premise","35-14 Bell Blvd, Bayside, NY 11361, USA"
"3676","3514 FARRINGTON STREET 11354","MING XING BBQ RESTAURANT",40.7639179,40.7639179,"street_address","35-14 Farrington St, Flushing, NY 11354, USA"
"3677","3514 NOSTRAND AVENUE 11229","DOMINO'S",40.5984223,40.5984223,"street_address","3514 Nostrand Ave, Brooklyn, NY 11229, USA"
"3678","3515 BROADWAY 11106","SCORPIO",40.7604168,40.7604168,"street_address","35-15 Broadway, Long Island City, NY 11106, USA"
"3679","3515 DITMARS BLVD 11105","SAKURA KAI",40.7746586,40.7746586,"premise","35-15 Ditmars Blvd, Astoria, NY 11105, USA"
"3680","3515 JOHNSON AVENUE 10463","METATE MEXICAN RESTAURANT",40.8860757,40.8860757,"street_address","3515 Johnson Ave, Bronx, NY 10463, USA"
"3681","3516 DITMARS BLVD 11105","VIVI BUBBLE TEA",40.7743731,40.7743731,"premise","35-16 Ditmars Blvd, Astoria, NY 11105, USA"
"3682","3517 BROADWAY 10031","LA RUBIA RESTAURANT",40.8261831,40.8261831,"street_address","3517 Broadway, New York, NY 10031, USA"
"3683","3517 WHITEPLAINS ROAD 10467","BENNY'S  PIZZERIA",40.8780002,40.8780002,"street_address","3517 White Plains Rd, Bronx, NY 10467, USA"
"3684","3518 150 PLACE 11354","SEVEN BILLIARDS",40.7657754,40.7657754,"street_address","35-18 150th Pl, Flushing, NY 11354, USA"
"3685","3519 37 AVENUE 11101","ALL AMERICAN COFFEE SHOP",40.7530343,40.7530343,"street_address","35-19 37th Ave, Astoria, NY 11101, USA"
"3686","3519 BROADWAY 11106","MOKJA",40.7603097,40.7603097,"premise","35-19 Broadway, Long Island City, NY 11106, USA"
"3687","3519 DITMARS BLVD 11105","TRU",40.774609,40.774609,"street_address","35-19 Ditmars Blvd, Long Island City, NY 11105, USA"
"3688","3519 JOHNSON AVE 10463","MOON STAR GRILL",40.8862054,40.8862054,"street_address","3519 Johnson Ave, Bronx, NY 10463, USA"
"3689","352 BEDFORD AVENUE 11249","THE RABBIT HOLE",40.7122966,40.7122966,"premise","352 Bedford Ave, Brooklyn, NY 11249, USA"
"3690","352 E 116TH ST 10029","LA CASA SALUDABLE",40.7960461,40.7960461,"premise","352 E 116th St, New York, NY 10029, USA"
"3691","352 E 23RD ST 10010","EAST SIDE DINER",40.736781,40.736781,"premise","352 E 23rd St, New York, NY 10010, USA"
"3692","352 E GUN HILL RD 10467","EL ENCUENTRO RESTAURANT BAR CORP",40.8786039,40.8786039,"street_address","352 E Gun Hill Rd, Bronx, NY 10467, USA"
"3693","352 GRAHAM AVENUE 11211","DUNKIN' DONUTS",40.714788,40.714788,"premise","352 Graham Ave, Brooklyn, NY 11211, USA"
"3694","352 MALCOLM X BLVD 11233","DADDY GREENS",40.6807592,40.6807592,"premise","352 Malcolm X Blvd, Brooklyn, NY 11233, USA"
"3695","352 ROEBLING STREET 11211","GOTTLIEB'S RESTAURANT",40.7077093,40.7077093,"premise","352 Roebling St, Brooklyn, NY 11211, USA"
"3696","352 SEVENTH AVENUE 10001","MUSTANG HARRY'S",40.7483388,40.7483388,"premise","352 7th Ave, New York, NY 10001, USA"
"3697","352 TOMKINS AVE 11216","WONDERFUL ASIA RESTAURANT",40.6855432,40.6855432,"premise","352 Tompkins Ave, Brooklyn, NY 11216, USA"
"3698","352 W 46TH ST 10036","PURE KTCHN",40.7604278,40.7604278,"premise","352 W 46th St, New York, NY 10036, USA"
"3699","352 WEST   39 STREET 10018","MERCATO",40.7561806,40.7561806,"premise","352 W 39th St, New York, NY 10018, USA"
"3700","352 WEST   44 STREET 10036","ETCETERA ETCETERA",40.759259,40.759259,"premise","352 W 44th St, New York, NY 10036, USA"
"3701","3520 30TH AVE 11103","PIE VERSUS CAKE",40.764861,40.764861,"street_address","35-20 30th Ave, Long Island City, NY 11103, USA"
"3702","3520 FARRINGTON ST 11354","DESIRED TASTE INTERNATIONAL FOOD",40.763794,40.763794,"street_address","35-20 Farrington St, Flushing, NY 11354, USA"
"3703","3521 30 AVENUE 11103","BILLIARD ROOM",40.7653045,40.7653045,"street_address","35-21 30th Ave, Long Island City, NY 11103, USA"
"3704","3522 BROADWAY 10031","GRULLON BAKERY",40.8258412,40.8258412,"street_address","3522 Broadway, New York, NY 10031, USA"
"3705","3523 CHURCH AVE 11203","BROOKLYN JAZZ & SPORTS CLUB",40.6512456,40.6512456,"street_address","3523 Church Ave, Brooklyn, NY 11203, USA"
"3706","3524 3RD AVE 10456","Retro Blends Smoothie Bar",40.8312268,40.8312268,"premise","3524 Third Ave, Bronx, NY 10456, USA"
"3707","3524 JOHNSON AVE 10463","BACCO",40.8861321,40.8861321,"street_address","3524 Johnson Ave, Bronx, NY 10463, USA"
"3708","3525 FARRINGTON STREET 11354","MAGNA BAR & RESTAURANT",40.7637041,40.7637041,"premise","35-25 Farrington St, Flushing, NY 11354, USA"
"3709","3525 FT HAMILTON PARKWAY 11218","MCDONALD'S",40.6445851,40.6445851,"premise","3525 Fort Hamilton Pkwy, Brooklyn, NY 11218, USA"
"3710","3525 STEINWAY STREET 11101","STEINWAY BILLIARD",40.754271,40.754271,"street_address","35-25 Steinway St, Long Island City, NY 11101, USA"
"3711","3526 FARRINGTON ST 11354","JOOMAKGOL",40.763671,40.763671,"street_address","35-26 Farrington St, Flushing, NY 11354, USA"
"3712","3527 30 AVENUE 11103","AVENUE CAFE",40.7652494,40.7652494,"street_address","35-27 30th Ave, Long Island City, NY 11103, USA"
"3713","3527 FARRINGTON STREET 11354","GOLDEN CARRIAGE",40.7635871,40.7635871,"street_address","35-27 Farrington St, Flushing, NY 11354, USA"
"3714","3528 154TH ST 11354","TOP CLASS OF NY",40.7651951,40.7651951,"street_address","35-28 154th St, Flushing, NY 11354, USA"
"3715","3528 FARRINGTON STREET 11354","SANLIAN INTERNATIONAL",40.76363,40.76363,"street_address","35-28 Farrington St, Flushing, NY 11354, USA"
"3716","3528 NOSTRAND AVE 11229","PAPA JOHN'S",40.5978342,40.5978342,"street_address","3528 Nostrand Ave, Brooklyn, NY 11229, USA"
"3717","3529 BROADWAY 10031","WHOLESOME GARDEN PIZZA",40.826158,40.826158,"street_address","3529 Broadway, New York, NY 10031, USA"
"3718","353 AMSTERDAM AVE 10024","DUNKIN DONUTS",40.7815399,40.7815399,"street_address","353 Amsterdam Ave, New York, NY 10024, USA"
"3719","353 BROADWAY 11211","DOTORY",40.7078299,40.7078299,"premise","353 Broadway, Brooklyn, NY 11211, USA"
"3720","353 E 204TH ST 10467","SING WOK KITCHEN",40.8720861,40.8720861,"street_address","353 E 204th St, Bronx, NY 10467, USA"
"3721","353 FLATBUSH AVENUE 11238","SHARLENE'S",40.6770587,40.6770587,"premise","353 Flatbush Ave, Brooklyn, NY 11238, USA"
"3722","353 GRAND ST 10002","GOLDEN FOREST",40.7166501,40.7166501,"premise","353 Grand St, New York, NY 10002, USA"
"3723","353 GREENWICH ST 10013","DAHLIA'S FINE MEXICAN CUISINE",40.7186421,40.7186421,"street_address","353 Greenwich St, New York, NY 10013, USA"
"3724","353 W 14TH ST 10014","SABI  SUSHI",40.7410154,40.7410154,"premise","353 W 14th St, New York, NY 10014, USA"
"3725","353 W 4TH ST 10014","GRAPE LEAF NEW YORK",40.7392592,40.7392592,"street_address","353 West 4th Street, New York, NY 10014, USA"
"3726","353 WEST   57 STREET 10019","Half and Half",40.767942,40.767942,"street_address","353 W 57th St, New York, NY 10019, USA"
"3727","3530 36 STREET 11106","DUNKIN' DONUTS",40.7555186,40.7555186,"street_address","3530 36th St, Long Island City, NY 11106, USA"
"3728","3530 38 STREET 11101","UNITED ARTISTS",40.7543562,40.7543562,"street_address","35-30 38th St, Long Island City, NY 11101, USA"
"3729","3530 FARRINGTON STREET 11354","ROOM CAFE",40.763579,40.763579,"street_address","3530 Farrington St, Flushing, NY 11354, USA"
"3730","3530 UNION ST 11354","JIN DAL LAE 7",40.764553,40.764553,"street_address","35-30 Union St, Flushing, NY 11354, USA"
"3731","3532 JOHNSON AVENUE 10463","RIVERDALE SECOND HELPING",40.8861885,40.8861885,"street_address","3532 Johnson Ave, Bronx, NY 10463, USA"
"3732","3532 UNION ST 11354","YANG GUANG RESTAURANT",40.7645637,40.7645637,"premise","35-32 Union St, Flushing, NY 11354, USA"
"3733","3533 36 STREET 11106","STUDIO SQUARE GARDEN",40.7550847,40.7550847,"street_address","35-33 36th St, Astoria, NY 11106, USA"
"3734","3533 BOSTON RD 10469","LITTLE CAESARS",40.8779279,40.8779279,"premise","3533 Boston Rd, Bronx, NY 10469, USA"
"3735","3533 BROADWAY 10031","CARIDAD RESTAURANT",40.8264242,40.8264242,"street_address","3533 Broadway, New York, NY 10031, USA"
"3736","3533 JOHNSON AVENUE 10463","BLUE BAY RESTAURANT",40.8863835,40.8863835,"street_address","3533 Johnson Ave, Bronx, NY 10463, USA"
"3737","3534 WHITE PLAINS ROAD 10467","KENNEDY FRIED CHICKEN",40.8779918,40.8779918,"street_address","3534 White Plains Rd, Bronx, NY 10467, USA"
"3738","3535 JEROME AVENUE 10467","EL VALLE COCINA RESTAURANT",40.8826631,40.8826631,"street_address","3535 Jerome Ave, Bronx, NY 10467, USA"
"3739","3535 RIVERDALE AVE 10463","TRUFFA WINE ROOM",40.8862056,40.8862056,"street_address","3535 Riverdale Ave, Bronx, NY 10463, USA"
"3740","3535 STEINWAY ST 11101","XL 35-35",40.7541114,40.7541114,"premise","35-35 Steinway St, Long Island City, NY 11101, USA"
"3741","3538 UNION ST 11354","CHUNG -AH RESTAURANT",40.7643832,40.7643832,"street_address","35-38 Union St, Flushing, NY 11354, USA"
"3742","3538 WHITE PLAINS ROAD 10467","GOLDEN KRUST CARIBBEAN BAKERY & GRILL",40.8780802,40.8780802,"street_address","3538 White Plains Rd, Bronx, NY 10467, USA"
"3743","354 3 AVENUE 10010","ABBEY TAVERN",40.7407064,40.7407064,"street_address","354 3rd Ave, New York, NY 10010, USA"
"3744","354 BOWERY 10012","HECHO EN DUMBO",40.726929,40.726929,"street_address","354 Bowery, New York, NY 10012, USA"
"3745","354 CORNELIA STREET 11237","EL REY DEL POLLO RESTAURANT",40.6960532,40.6960532,"street_address","354 Cornelia St, Brooklyn, NY 11237, USA"
"3746","354 E 78TH ST 10075","SASHIMI EXPRESS",40.771678,40.771678,"street_address","354 E 78th St, New York, NY 10075, USA"
"3747","354 EAST   84 STREET 10028","NICA TRATTORIA",40.775633,40.775633,"premise","354 E 84th St, New York, NY 10028, USA"
"3748","354 MELROSE STREET 11237","LA PERLA DEL ULUA RESTAURANT",40.703801,40.703801,"street_address","354 Melrose St, Brooklyn, NY 11237, USA"
"3749","354 METROPOLITAN AVENUE 11211","FETTE SAU",40.7139033,40.7139033,"street_address","354 Metropolitan Ave, Brooklyn, NY 11211, USA"
"3750","354 MYRTLE AVENUE 11205","SAKURA TOKYO II",40.6929986,40.6929986,"street_address","354 Myrtle Ave, Brooklyn, NY 11205, USA"
"3751","354 WEST  125 STREET 10027","MCDONALD'S",40.8107313,40.8107313,"street_address","354 W 125th St, New York, NY 10027, USA"
"3752","3540 NOSTRAND AVENUE 11229","MCDONALD'S",40.5974993,40.5974993,"premise","3540 Nostrand Ave, Brooklyn, NY 11229, USA"
"3753","3541 RIVERDALE AVE 10463","RIVERDALE CITY GRILL",40.8863321,40.8863321,"premise","3541 Riverdale Ave, Bronx, NY 10463, USA"
"3754","3543 WHITE PLAINS RD 10467","GREEN GARDEN HEALTH FOODS",40.8785336,40.8785336,"street_address","3543 White Plains Rd, Bronx, NY 10467, USA"
"3755","3545 3RD AVE 10456","KING HOUSE",40.8318482,40.8318482,"premise","3545 Third Ave, Bronx, NY 10456, USA"
"3756","3548 31ST ST 11106","PAPA JOHN'S",40.7570482,40.7570482,"premise","35-48 31st St, Long Island City, NY 11106, USA"
"3757","3548 UNION STREET 11354","SUSHI FAMILY EXPRESS",40.7642223,40.7642223,"premise","35-48 Union St, Flushing, NY 11354, USA"
"3758","3549 BROADWAY 10031","MCDONALD'S",40.8269434,40.8269434,"premise","3549 Broadway, New York, NY 10031, USA"
"3759","3549 FRANCIS LEWIS BOULEVARD 11358","DUNKIN' DONUTS, BASKIN ROBBINS",40.7636503,40.7636503,"street_address","35-49 Francis Lewis Blvd, Flushing, NY 11358, USA"
"3760","3549 JOHNSON AVENUE 10463","CUMIN INDIAN RESTAURANT",40.8863853,40.8863853,"premise","3549 Johnson Ave, Bronx, NY 10463, USA"
"3761","355 3 AVENUE 10010","DUNKIN' DONUTS, BASKIN ROBBINS",40.7405322,40.7405322,"street_address","355 3rd Ave, New York, NY 10010, USA"
"3762","355 5 AVENUE 11215","CAFE MARTIN",40.6716384,40.6716384,"premise","355 5th Ave, Brooklyn, NY 11215, USA"
"3763","355 7 AVENUE 10001","LZ SUSHI",40.7482509,40.7482509,"street_address","355 7th Ave, New York, NY 10001, USA"
"3764","355 AMSTERDAM AVENUE 10024","CHIRPING CHICKEN",40.781586,40.781586,"street_address","355 Amsterdam Ave, New York, NY 10024, USA"
